isco3,isco3_label,isco2,isco2_label,isco1,isco1_label,esco_occupation_count,composite_description,sample_skills,esco_occupations
411,General office clerks,41,General and keyboard clerks,4,Clerical support workers,2,"Occupation group: General office clerks
Constituent occupations: membership administrator, office clerk

Representative occupation descriptions:
Office clerks are responsible for performing clerical and administrative duties in an office setting and support of business operations within a department. They assist all the administrative staff, secretaries, and assistants by sorting mail, filing forms and documents, answering phones, greeting clients and scheduling meetings.

Membership administrators ensure an effective membership administration, documentation and communication. They support the membership sales process, the current membership enquiries and the renewal processes.",align content with form; apply grammar and spelling rules; communicate by telephone; communicate with customers; company policies; complete membership administration; customer service; deliver correspondence; develop professional network; disseminate internal communications; disseminate messages to people; facilitate access to information; file documents; fill out forms; handle delivered packages,membership administrator; office clerk
412,Secretaries (general),41,General and keyboard clerks,4,Clerical support workers,1,"Occupation group: Secretaries (general)
Constituent occupations: secretary

Representative occupation descriptions:
Secretaries perform a variety of administrative tasks to help keep an organisation run smoothly. They answer telephone calls, draft and send e-mails, maintain diaries, arrange appointments, take messages, file documents, organise and service meetings, and manage databases.",administer appointments; communicate by telephone; communicate schedules to the people concerned; company policies; disseminate internal communications; disseminate messages to people; draft corporate emails; file documents; fill out forms; handle mail; keep task records; maintain internal communication systems; manage digital documents; manage personnel agenda; monitor staff absences,secretary
413,Keyboard operators,41,General and keyboard clerks,4,Clerical support workers,2,"Occupation group: Keyboard operators
Constituent occupations: data entry clerk, typist

Representative occupation descriptions:
Typists operate computers to type and revise documents and compile material to be typed, such as correspondence, reports, statistical tables, forms, and audios. They read instructions accompanying material or follow verbal instructions to determine requirements such as number of copies needed, priority and desired format.

Data entry clerks update, maintain and retrieve information held on computer systems. They prepare source data for computer entry by compiling and sorting information, process customer and account source documents by reviewing data for deficiencies and verify entered customer and account data.",align content with form; apply grammar and spelling rules; apply information security policies; apply statistical analysis techniques; company policies; database; decode handwritten texts; documentation types; draft corporate emails; liaise with typists; maintain data entry requirements; perform data cleansing; pose questions referring to documents; process data; provide written content,data entry clerk; typist
421,"Tellers, money collectors and related clerks",42,Customer services clerks,4,Clerical support workers,14,"Occupation group: Tellers, money collectors and related clerks
Constituent occupations: bank teller, bingo caller, bookmaker, casino cashier, casino gaming manager, casino pit boss, debt collector, gaming dealer, insurance collector, lottery operator, odds compiler, pawnbroker, post office counter clerk, race track operator

Representative occupation descriptions:
Odds compilers are in charge of counting the odds in gambling. They are employed by a bookmaker, betting exchange, lotteries and digital/on-line as well as casinos who set the odds for events (such as sporting outcomes) for customers to place bets on. Apart from pricing markets, they also engage in any activity regarding the trading aspects of gambling, such as monitoring customer accounts and the profitability of their operations. Odds compilers may be required to monitor the financial position the bookmaker is in and adjust their position (and odds) accordingly. They may also be consulted as to whether to accept a bet or not.

Bank tellers deal most frequently with customers of the bank. They promote the banks products and services, and provide information about the customers personal accounts and related transfers, deposits, savings etc. They order bank cards and checks for the customers, receive and balance cash and checks and ensure compliance with internal policies. They work on client accounts, deal with payments and manage the use of vaults and safe deposit boxes.

Race track operators run the day-to-day functions of the tote operation at a horse race track, such as tote system data entry and verification, prepare the reports for the racetrack office, assist the forwarding of company equipment and spare parts. They maintain, operate and troubleshoot tote boards and auxiliary odds boards. They operate the communication tools used at the racetrack. They install, tear down and maintain equipment.",analyse financial risk; analyse tote reports; announce bingo numbers; apply conflict management; apply numeracy skills; assess customer credibility; assess customers; assist customers; attract gamers; banking activities; calculate betting target odds; calculate debt costs; calculate tote price; carry out active selling; carry out end of day accounts,bank teller; bingo caller; bookmaker; casino cashier; casino gaming manager; casino pit boss; debt collector; gaming dealer; insurance collector; lottery operator; odds compiler; pawnbroker; post office counter clerk; race track operator
422,Client information workers,42,Customer services clerks,4,Clerical support workers,23,"Occupation group: Client information workers
Constituent occupations: camping ground operative, customer contact centre information clerk, customer service representative, emergency medical dispatcher, front line medical receptionist, ground steward/ground stewardess, hospitality establishment receptionist, host/hostess, hotel concierge, live chat operator, market research interviewer, night auditor, railway sales agent, receptionist, survey enumerator, telephone switchboard operator, ticket sales agent, tour operator representative, tour organiser, tourist information officer, travel agent, travel consultant, veterinary receptionist

Representative occupation descriptions:
Market research interviewers strive to collect information on the perceptions, opinions, and preferences of customers in relation to commercial products or services. They use interview techniques to draw as much information as possible by contacting people via telephone calls, by approaching them face-to-face or by by virtual means. They pass this information to experts for drawing analysis.

Railway sales agents provide service to customers who visit the ticket counter. They provide information, handle ticket reservations, sales and refunds. They also carry out clerical duties such as maintaining the daily ticket sales balance sheet. They handle requests for seat reservations and examine diagram charts of each car on train to verify the available space on the specified train.

Survey enumerators perform interviews and fill in forms in order to collect the data provided by interviewees. They can collect information by phone, mail, personal visits or on the street. They conduct and help the interviewees administer the information that the interviewer is interested in having, usually related to demographic information for governmental statistical purposes.",achieve sales targets; act with a high level of safety awareness; adapt communication style according to recipient; adapt to changing situations; adhere to organisational guidelines; adhere to questionnaires; administer appointments; administrative tasks in a medical environment; advertise travel insurance; advise customers on the product range of railway companies; air passenger behaviour; air transport law; animal welfare; animal welfare legislation; answer emergency calls,camping ground operative; customer contact centre information clerk; customer service representative; emergency medical dispatcher; front line medical receptionist; ground steward/ground stewardess; hospitality establishment receptionist; host/hostess; hotel concierge; live chat operator; market research interviewer; night auditor; railway sales agent; receptionist; survey enumerator; telephone switchboard operator; ticket sales agent; tour operator representative; tour organiser; tourist information officer; travel agent; travel consultant; veterinary receptionist
431,Numerical clerks,43,Numerical and material recording clerks,4,Clerical support workers,11,"Occupation group: Numerical clerks
Constituent occupations: auditing clerk, back office specialist, billing clerk, financial markets back office administrator, foreign exchange cashier, insurance clerk, investment clerk, payroll clerk, property assistant, sales support assistant, tax clerk

Representative occupation descriptions:
Auditing clerks collect and examine financial data, such as inventory transactions, for organisations and companies and ensure they are accurate, properly maintained, and that they add up. They review and evaluate the numbers in databases and documents and consult and assist the source of the transaction if necessary, which includes accountants, managers or other clerks.

Back office specialists perform operations of administrative and organisational nature in a financial company, in support of the front office. They process administration, take care of financial transactions, manage data and company documents and perform supportive tasks and other diverse back office operations in coordination with other parts of the company.

Insurance clerks perform general clerical and administrative duties in an insurance company, other service institution, for a self-employed insurance agent or broker or for a government institution. They offer assistance and provide information about insurances to customers and they manage the paperwork of insurance agreements.",accounting techniques; adhere to questionnaires; administer appointments; allocate bills; attend to detail in preparation for audits; audit techniques; banking activities; bookkeeping regulations; build business relationships; business processes; calculate debt costs; calculate tax; calculate wages; carry out financial transactions; check payrolls,auditing clerk; back office specialist; billing clerk; financial markets back office administrator; foreign exchange cashier; insurance clerk; investment clerk; payroll clerk; property assistant; sales support assistant; tax clerk
432,Material-recording and transport clerks,43,Numerical and material recording clerks,4,Clerical support workers,28,"Occupation group: Material-recording and transport clerks
Constituent occupations: aircraft cargo operations coordinator, aircraft dispatcher, baggage flow supervisor, bridge operator, bus route supervisor, dangerous goods safety adviser, footwear factory warehouse operator, freight transport dispatcher, gas scheduling representative, gas transmission system operator, inventory coordinator, leather goods warehouse operator, machinery assembly coordinator, move coordinator, pipeline route manager, port coordinator, rail logistics coordinator, rail traffic controller, raw material reception operator, raw materials warehouse specialist, road transport maintenance scheduler, ship pilot dispatcher, ship planner, taxi controller, tram controller, vessel operations coordinator, warehouse operators for clothing, water traffic coordinator

Representative occupation descriptions:
Port coordinators manage operations of traffic division for port authorities. They enforce rules and regulations, such as the berthing of ships, handling and storing of cargo, and the use of port facilities. They direct policing and cleaning activities of the harbour department land, streets, buildings, and water areas. Port coordinators also ensure that activities concerning revenue are documented and submitted to the accounting division. They advise port authorities on rates and revisions of port tariff, and solicit steamship companies to use port facilities. They direct activities concerned with compiling daily and annual ship and cargo statistics.

Vessel operations coordinators manage chartered vessels' transit and performance optimizing the schedulers but also assessing the capabilities and the risks for vessels according to the different types of cargo such as crude oil or other chemical cargos. They make sure all necessary certifications are according to the regulations and all employees have up-to-date passports and licenses. Vessel operations coordinators schedule and maintain records of vessels' maintenance. At the operational level they have contact with the customers, following up customer complains, identifying new opportunities and providing customers with solutions.

Ship pilot dispatchers coordinate ships entering or leaving port. They write orders showing name of ship, berth, tugboat company, and time of arrival or departure, and notify the maritime pilot of assignment. They obtain receipts of pilotage from the pilot upon return from ship. Ship pilot dispatchers also record charges on receipt, using tariff book as guide, compile reports of activities, such as number of ships piloted and charges made, and keep records of ships entering port, showing owner, name of ship, displacement tonnage, agent, and country of registration.",International Maritime Organisation conventions; accurately estimate work hours; act reliably; adapt communication style according to recipient; adapt energy distribution schedules; adapt to changing situations; adhere to OHSAS 18001; adhere to organisational guidelines; advise on archaeological sites; advise on maritime regulations; advise on safety measures; advise on tanker operations; air traffic control operations; aircraft cargo capacity; airport planning,aircraft cargo operations coordinator; aircraft dispatcher; baggage flow supervisor; bridge operator; bus route supervisor; dangerous goods safety adviser; footwear factory warehouse operator; freight transport dispatcher; gas scheduling representative; gas transmission system operator; inventory coordinator; leather goods warehouse operator; machinery assembly coordinator; move coordinator; pipeline route manager; port coordinator; rail logistics coordinator; rail traffic controller; raw material reception operator; raw materials warehouse specialist; road transport maintenance scheduler; ship pilot dispatcher; ship planner; taxi controller; tram controller; vessel operations coordinator; warehouse operators for clothing; water traffic coordinator
441,Other clerical support workers,44,Other clerical support workers,4,Clerical support workers,8,"Occupation group: Other clerical support workers
Constituent occupations: advertising assistant, file clerk, foreign language correspondence clerk, human resources assistant, library assistant, mail clerk, postman/postwoman, proofreader

Representative occupation descriptions:
Advertising assistants provide support in all the operations carried out in advertising departments or advertising agencies. They ensure that administrative activities are handle and sort out. They communicate with the staff of the advertisement department and with external clients. Moreover, they have understanding of the operations in advertising as to assist with the pragmatic implementation of plans and tasks carried out by managers and consultants and for being involved in creating content for use both on-line or in print.

Human resources assistants provide support in all the processes and efforts carried by human resources managers. They help in the preparation of recruitment processes by scanning CVs and narrowing the selection to the most suitable candidates. They perform administrative tasks, prepare communications and letters, and perform the tabulation of the surveys and assessments carried out by the department.

Postmen/Postwomen deliver mails and parcel posts to residences and businesses. They perform mail delivery and collect signatures from the recipients. They perform other duties in connection with mail services from post offices or related organisations.",act reliably; administer appointments; advertising techniques; analyse library users' queries; analyse travel alternatives; apply company policies; apply grammar and spelling rules; apply information security policies; arrange interlibrary loans; assess character; assess informational needs; classify library materials; communicate by telephone; communicate commercial and technical issues in foreign languages; company policies,advertising assistant; file clerk; foreign language correspondence clerk; human resources assistant; library assistant; mail clerk; postman/postwoman; proofreader
511,"Travel attendants, conductors and guides",51,Personal service workers,5,Service and sales workers,13,"Occupation group: Travel attendants, conductors and guides
Constituent occupations: cabin crew manager, chief conductor, environmental education officer, flight attendant, park guide, passenger fare controller, railway passenger service agent, ship steward/ship stewardess, steward/stewardess, tourist guide, train attendant, train conductor, zoo educator

Representative occupation descriptions:
Zoo educators teach visitors about the animals living at the zoo/aquarium as well as other species and habitats. They provide information about management of zoos, its collection of animals, and wildlife conservation. Zoo educators can be involved in both formal and informal learning opportunities ranging from production of information signs at enclosures to delivering classroom sessions linked to school or university curricula. Depending on the size of the organisation the education team may be a single person or a large team. Consequently the optional skills required are very broad and will vary from organisation to organisation. Zoo educators also promote conservation efforts. This can involve work within the zoo but also in the field as part of any zoo outreach project(s).

Chief conductors are responsible for the safe performance of all operational tasks on board of passenger trains outside the drivers cab, such as supervising safe opening and closing of the train's doors. They supervise and ensure the continuous care for the safety of passengers, especially in the case of technical incidents and emergency situations. They ensure the operational communication to the driver and to traffic control staff as defined in operational regulations. In case of several staff members attending the train, they supervise the team of conductors. They also carry out commercial activities such as ticket control and selling, and provide support and information to passengers as well as gastronomic services.

Train conductors assist passengers in the boarding and leaving of the train. They answer questions from passengers concerning train rules, stations, and provide timetable information. They collect tickets, fares, and passes from passengers and support the chief conductor in performing his operational tasks e.g in regard to door closing or certain operational communication. They ensure the safety of passengers respond to technical incidents and emergency situations.",act reliably; adhere to transportation work schedule; administer tour contract details; advise customers on the product range of railway companies; advise on nature conservation; air transport law; airport planning; analyse work-related written reports; animal evolution; animate in the outdoors; answer questions about the train transport service; applied zoology; apply teaching strategies; apply tramway regulations; assemble visitor supplies,cabin crew manager; chief conductor; environmental education officer; flight attendant; park guide; passenger fare controller; railway passenger service agent; ship steward/ship stewardess; steward/stewardess; tourist guide; train attendant; train conductor; zoo educator
512,Cooks,51,Personal service workers,5,Service and sales workers,5,"Occupation group: Cooks
Constituent occupations: cook, diet cook, fish cook, grill cook, industrial cook

Representative occupation descriptions:
Industrial cooks create new food designs and recipes. They prepare, measure and mix ingredients to prepare foodstuff products. They control and regulate temperatures, monitor cooking process, assign specific baking tasks, and direct workers in task performance.

Fish cooks are responsible for preparing and presenting fish dishes using a variety of techniques. They may also prepare the accompanying sauces and purchase fresh fish for these dishes.

Cooks are culinary operatives who are able to prepare and present food, normally in domestic and institutional environments.",administer ingredients in food production; analyse trends in the food and beverage industries; apply GMP; apply HACCP; apply flame handling regulations; apply preservation treatments; apply requirements concerning manufacturing of food and beverages; bake goods; be at ease in unsafe environments; blend food ingredients; collect samples for analysis; combination of flavours; combination of textures; comply with food safety and hygiene; composition of diets,cook; diet cook; fish cook; grill cook; industrial cook
513,Waiters and bartenders,51,Personal service workers,5,Service and sales workers,10,"Occupation group: Waiters and bartenders
Constituent occupations: barista, bartender, beer sommelier, cocktail bartender, head sommelier, head waiter/head waitress, restaurant host/restaurant hostess, sommelier, waiter/waitress, wine sommelier

Representative occupation descriptions:
Beer sommeliers understand and advise on styles, brewing and best pairing of beers with foods in locations such as restaurants, breweries and shops. They know all about their ingredients, the history of the beers, glassware and draught systems. They prepare beer tastings, consult companies and customers, evaluate beer products and write about this subject.

Head waiters/waitresses manage the food and beverage service in a hospitality outlet or unit. They are responsible for the customer's experience. Head waiters/waitresses coordinate all actions involving customers such as welcoming guests, ordering, delivering the food and beverages and supervise financial transactions.

Wine sommeliers have general knowledge about wine, its production, service and wind with food pairing. They make use of this knowledge for the management of specialised wine cellars, publish wine lists and books or work in restaurants.",accommodate special seating; advise guests on menus for special events; advise on beer production; alcoholic beverage products; analyse trends in the food and beverage industries; apply GMP; apply HACCP; apply extensive study of beer styles; apply extensive study of wine types; apply foreign languages in hospitality; apply requirements concerning manufacturing of food and beverages; arrange tables; assemble cocktail garnishes; assist VIP guests; assist clients with special needs,barista; bartender; beer sommelier; cocktail bartender; head sommelier; head waiter/head waitress; restaurant host/restaurant hostess; sommelier; waiter/waitress; wine sommelier
514,"Hairdressers, beauticians and related workers",51,Personal service workers,5,Service and sales workers,17,"Occupation group: Hairdressers, beauticians and related workers
Constituent occupations: aesthetician, barber, beauty salon attendant, hair removal technician, hair stylist, hairdresser, hairdresser assistant, make-up and hair designer, make-up artist, manicurist, masseur/masseuse, pedicurist, performance hairdresser, personal stylist, spa attendant, tanning consultant, weight loss consultant

Representative occupation descriptions:
Make-up and hair designers develop a design concept for make-up and hair of performers and supervise the execution of it. Their work is based on research and artistic vision. Their design is influenced by and influences other designs and must be conform with these designs and the overall artistic vision. Therefore, the designers work closely with artistic directors, operators and the artistic team. Make-up and hair designers develop sketches, design drawings or other documentation to support the workshop and performance crew. Make-up designers sometimes also work as autonomous artists, creating make-up art outside a performance context.

Aestheticians offer skin care treatments. They apply various facial treatments according to their clients' needs and skin type, such as lotions, scrubs, peels and masks, in order to maintain the skin healthy and attractive. Aestheticians may also give neck massages and body treatments such as wraps. Aestheticians remove unwanted hair on different body parts like eyebrows, upper lip or the bikini area. They perform facial massage and apply make-up for various occasions.

Spa attendants interact with guests at the reception desk to provide indications and explain the available services in the spa center. They are also in charge of cleaning the spa rooms after use, maintaining storage area cleanliness and restocking clean towels. Spa attendants monitor the security of the facility and are responsible for selling the products and services available such as treatment packages.",accept own accountability; adapt existing designs to changed circumstances; adapt to artists' creative demands; administer appointments; advise customers on clothing accessories; advise customers on jewellery and watches; advise customers on usage of cosmetics; advise on clothing style; advise on hair style; advise on tanning treatments; allocate locker space; analyse a script; analyse goal progress; analyse music score; analyse the artistic concept based on stage actions,aesthetician; barber; beauty salon attendant; hair removal technician; hair stylist; hairdresser; hairdresser assistant; make-up and hair designer; make-up artist; manicurist; masseur/masseuse; pedicurist; performance hairdresser; personal stylist; spa attendant; tanning consultant; weight loss consultant
515,Building and housekeeping supervisors,51,Personal service workers,5,Service and sales workers,8,"Occupation group: Building and housekeeping supervisors
Constituent occupations: bed and breakfast operator, building caretaker, domestic butler, domestic housekeeper, hotel butler, house sitter, housekeeping supervisor, verger

Representative occupation descriptions:
Domestic housekeepers are responsible for all the household activities in a private house. They oversee and execute duties according to the needs of the employer such as cooking, cleaning and washing activities, taking care of children and gardening. They order supplies and are in charge of expenditures allocated. Domestic housekeepers may supervise and instruct household staff in large households.

House sitters move in the house of their employers in order to maintain security of the property during their absence. They monitor entrance areas and prevent unauthorized persons from entering the house, inspect conditions of the facility such as plumbing and heating and contact repairers if necessary. House sitters may also do some cleaning activities, forward mail and pay bills.

Building caretakers maintain and monitor the condition and security of buildings. They clean, assist with minor repairs and ensure that amenities such as heating and hot water are available to the residents. Building caretakers are responsible for the quality of buildings and also serve as a contact person for residents.",Bible texts; accounting techniques; arrange tables; assess cleanliness of areas; assist at check-in; buy groceries; canon law; check dining room cleanliness; clean rooms; clean surfaces; cleaning techniques; coach employees; collect mail; communicate by telephone; comply with food safety and hygiene,bed and breakfast operator; building caretaker; domestic butler; domestic housekeeper; hotel butler; house sitter; housekeeping supervisor; verger
516,Other personal services workers,51,Personal service workers,5,Service and sales workers,33,"Occupation group: Other personal services workers
Constituent occupations: animal care attendant, animal groomer, animal handler, animal shelter worker, animal trainer, astrologer, bus driving instructor, car driving instructor, cattle pedicure, cemetery attendant, club host/club hostess, companion, dating service consultant, dog breeder, dog trainer, driving instructor, embalmer, escort, fortune teller, funeral attendant, funeral services director, guide dog instructor, horse trainer, kennel supervisor, kennel worker, medium, motorcycle instructor, pet sitter, psychic, truck driving instructor, vessel steering instructor, zoo section leader, zookeeper

Representative occupation descriptions:
Funeral services directors coordinate the logistics of funerals. They support the deceased family by arranging the details concerning the location, dates and times of memorial services. Funeral services directors contact representatives of the cemetery to prepare the site, plan transportation for the deceased person, advise on the types of memorials and legal requirements or paperwork. Funeral services directors organise the daily operations of the crematorium. They oversee the staff's activities in the crematorium and ensure that they deliver services according to legal requirements. They monitor the crematorium service revenue budget and develop and maintain operational rules within the crematorium.

Zoo section leaders are responsible for managing and leading a team of zoo keepers. They will carry out daily care and management of animals as well as, in cooperation with colleagues, long term management and organisation of the species and exhibits in their section. They are also accountable for various aspects of staff management for the keepers in their section. Depending on the size of the zoo and animal section they may have additional responsibility for appointing staff and budgeting.

Zookeepers manage animals that are kept in captivity for conservation, education, research and/or to be displayed to the public. They are usually responsible for the feeding and the daily care and welfare of the animals. As a part of their routine, zookeepers clean the exhibits and report possible health problems. They may also be involved in particular scientific research or public education, such as conducting guided tours and answering questions.",accompany people; adapt teaching to student's capabilities; adapt to new technology used in cars; administer appointments; administer drugs to facilitate breeding; administer treatment to animals; advise customers on appropriate pet care; advise on animal welfare; advise on dating; advise on funeral services; affix memorial plaques; anatomy of animals; animal behaviour; animal evolution; animal nutrition,animal care attendant; animal groomer; animal handler; animal shelter worker; animal trainer; astrologer; bus driving instructor; car driving instructor; cattle pedicure; cemetery attendant; club host/club hostess; companion; dating service consultant; dog breeder; dog trainer; driving instructor; embalmer; escort; fortune teller; funeral attendant; funeral services director; guide dog instructor; horse trainer; kennel supervisor; kennel worker; medium; motorcycle instructor; pet sitter; psychic; truck driving instructor; vessel steering instructor; zoo section leader; zookeeper
521,Street and market salespersons,52,Sales workers,5,Service and sales workers,2,"Occupation group: Street and market salespersons
Constituent occupations: market vendor, street food vendor

Representative occupation descriptions:
Street food vendors sell food preparations, dishes and products on organised outdoor or indoor market places, or on the streets. They prepare the food in their stalls. Street food vendors use sales techniques to recommend their products to passers-by.

Market vendors sell products such as fruit, vegetables and household products on organised outdoor or indoor market places. They use sales techniques to recommend their goods to passersby.",adapt to different weather conditions; arrange permit for market stall; assist customers; consumer protection; execute chilling processes to food products; food authentication techniques; food legislation; food storage; guarantee customer satisfaction; maintain work area cleanliness; operate cash register; organise product display; process payments; product comprehension; use cooking techniques,market vendor; street food vendor
522,Shop salespersons,52,Sales workers,5,Service and sales workers,47,"Occupation group: Shop salespersons
Constituent occupations: ammunition specialised seller, audio and video equipment specialised seller, audiology equipment specialised seller, bakery specialised seller, beverages specialised seller, bookshop specialised seller, building materials specialised seller, car leasing agent, checkout supervisor, clothing specialised seller, computer and accessories specialised seller, computer games, multimedia and software specialised seller, confectionery specialised seller, cosmetics and perfume specialised seller, delicatessen specialised seller, domestic appliances specialised seller, eyewear and optical equipment specialised seller, fish and seafood specialised seller, floor and wall coverings specialised seller, flower and garden specialised seller, fruit and vegetables specialised seller, furniture specialised seller, hardware and paint specialised seller, jewellery and watches specialised seller, meat and meat products specialised seller, medical goods specialised seller, motor vehicles parts advisor, motor vehicles specialised seller, music and video shop specialised seller, orthopaedic supplies specialised seller, personal shopper, pet and pet food specialised seller, press and stationery specialised seller, retail entrepreneur, sales assistant, sales processor, second-hand goods specialised seller, shoe and leather accessories specialised seller, shop assistant, shop supervisor, specialised antique dealer, specialised seller, sporting accessories specialised seller, telecommunications equipment specialised seller, textile specialised seller, tobacco specialised seller, toys and games specialised seller

Representative occupation descriptions:
Shop supervisors are responsible for the smooth operation of stores according to regulations and company policy. They oversee business activities such budgets, inventory and customer service. Shop supervisors also monitor employees' performance and ensure that goals are being met.

Shop assistants work in shops where they perform assistance duties. The help shopkeepers in their daily work such as ordering and refilling of goods and stock, providing general advice to customers, selling products and maintaining the shop.

Sales processors handle sales, select channels of delivery, execute orders and inform clients about dispatching and procedures. They communicate with clients in order to address missing information and/or additional details.",ICT software specifications; Order products; accompany people; achieve sales targets; acquire antique items; advertise new book releases; advise customers on appropriate pet care; advise customers on audiology products; advise customers on audiovisual equipment; advise customers on audiovisual equipment installation; advise customers on books selection; advise customers on bread; advise customers on building materials; advise customers on clothing accessories; advise customers on delicatessen selection,"ammunition specialised seller; audio and video equipment specialised seller; audiology equipment specialised seller; bakery specialised seller; beverages specialised seller; bookshop specialised seller; building materials specialised seller; car leasing agent; checkout supervisor; clothing specialised seller; computer and accessories specialised seller; computer games, multimedia and software specialised seller; confectionery specialised seller; cosmetics and perfume specialised seller; delicatessen specialised seller; domestic appliances specialised seller; eyewear and optical equipment specialised seller; fish and seafood specialised seller; floor and wall coverings specialised seller; flower and garden specialised seller; fruit and vegetables specialised seller; furniture specialised seller; hardware and paint specialised seller; jewellery and watches specialised seller; meat and meat products specialised seller; medical goods specialised seller; motor vehicles parts advisor; motor vehicles specialised seller; music and video shop specialised seller; orthopaedic supplies specialised seller; personal shopper; pet and pet food specialised seller; press and stationery specialised seller; retail entrepreneur; sales assistant; sales processor; second-hand goods specialised seller; shoe and leather accessories specialised seller; shop assistant; shop supervisor; specialised antique dealer; specialised seller; sporting accessories specialised seller; telecommunications equipment specialised seller; textile specialised seller; tobacco specialised seller; toys and games specialised seller"
523,Cashiers and ticket clerks,52,Sales workers,5,Service and sales workers,3,"Occupation group: Cashiers and ticket clerks
Constituent occupations: cashier, lottery cashier, ticket issuing clerk

Representative occupation descriptions:
Lottery cashiers exchange the registration of set of numbers or symbols for money and give tickets to the players. They pay out prizes and obtain customers' signatures and identification. They audit and count money in the cash register, enforcing regulations to prevent money laundering.

Ticket issuing clerks provide service to customers, sell tickets and fit the reservation offer to customers' needs. They sell tickets for all events such as sporting, cultural and leisure activities. They provide customers with information on offers and make the necessary arrangements.

Cashiers operate the cash register, receive payments from customers, issue receipts and return change due.",apply numeracy skills; assist clients with special needs; cancellation policies of service providers; carry out active selling; carry out inventory control accuracy; carry out order intake; carry out products preparation; characteristics of products; characteristics of services; communicate with customers; customer service; demonstrate products' features; e-commerce systems; ensure client orientation; ensure compliance with legal requirements,cashier; lottery cashier; ticket issuing clerk
524,Other sales workers,52,Sales workers,5,Service and sales workers,23,"Occupation group: Other sales workers
Constituent occupations: art model, call centre agent, door to door seller, fashion model, food service worker, fuel station specialised seller, promotions demonstrator, quick service restaurant team leader, rental manager, rental service representative, rental service representative in agricultural machinery and equipment, rental service representative in air transport equipment, rental service representative in cars and light motor vehicles, rental service representative in construction and civil engineering machinery, rental service representative in office machinery and equipment, rental service representative in other machinery, equipment and tangible goods, rental service representative in personal and household goods, rental service representative in recreational and sports goods, rental service representative in trucks, rental service representative in video tapes and disks, rental service representative in water transport equipment, vehicle rental agent

Representative occupation descriptions:
Rental service representatives in personal and household goods are in charge of renting out equipment and determining specific periods of usage. Personal and household goods are all goods use within households, such as bedroom furniture and linen and kitchen furniture, machinery and materials. Rental service representatives in personal and household goods document transactions, insurances and payments.

Fashion models help promote products such as clothes, cosmetics and appliances by posing for journalists, photographers and in front of an audience on catwalks. They have to make sure their appearance is always in order. Fashion models need to look good in front of a camera and strike the right pose.

Art models pose for visual artists as reference or inspiration for their creative work. They stand model for artists that perform figure drawing, paint, make sculptures or create photographic art. Art models are professional models that use their body to become the object of the artist's creation.",achieve sales targets; adapt to artists' creative demands; adapt to changing situations; adapt to different weather conditions; agricultural equipment; analyse marketplace competition in rental industry; apply health and safety standards; apply numeracy skills; arrange pick‐up; arrange rental car drop-off; assist customers; attend castings; audit closed vehicle rental contracts; calculate fuel sales from pumps; car controls,"art model; call centre agent; door to door seller; fashion model; food service worker; fuel station specialised seller; promotions demonstrator; quick service restaurant team leader; rental manager; rental service representative; rental service representative in agricultural machinery and equipment; rental service representative in air transport equipment; rental service representative in cars and light motor vehicles; rental service representative in construction and civil engineering machinery; rental service representative in office machinery and equipment; rental service representative in other machinery, equipment and tangible goods; rental service representative in personal and household goods; rental service representative in recreational and sports goods; rental service representative in trucks; rental service representative in video tapes and disks; rental service representative in water transport equipment; vehicle rental agent"
531,Child care workers and teachers’ aides,53,Personal care workers,5,Service and sales workers,11,"Occupation group: Child care workers and teachers’ aides
Constituent occupations: au pair, babysitter, child care worker, child day care worker, early years teaching assistant, nanny, primary school teaching assistant, school bus attendant, secondary school teaching assistant, special educational needs assistant

Representative occupation descriptions:
Special educational needs assistants assist special education teachers in their classroom duties. They tend to the physical needs of students with a variety of disabilities and help out with tasks such as bathroom breaks, bus rides, eating and classroom switches. They also provide instructional support to students, teachers and parents and prepare lesson programmes. Special educational needs assistants supply support for students tailored to their specific needs, help out with challenging assignments and monitor students' progress and classroom behaviour.

Early years teaching assistants support the early years teacher in an early years or nursery school. They assist in class instruction, in classroom supervision in absence of the head teacher, and in organising, developing and putting into practice of the daily schedule. Early years teaching assistants monitor and help students in group as well as individually, and tend to focus on the students in need of extra care and attention the early years teacher cannot provide.

Early years teaching assistants support the early years teacher in an early years or nursery school. They assist in class instruction, in classroom supervision in absence of the head teacher, and in organising, developing and putting into practice of the daily schedule. Early years teaching assistants monitor and help students in group as well as individually, and tend to focus on the students in need of extra care and attention the early years teacher cannot provide.",accept own accountability; adapt teaching to student's capabilities; adhere to organisational guidelines; adolescent psychological development; advocate for social service users; apply conflict management; apply decision making within social work; apply holistic approach within social services; apply organisational techniques; apply person-centred care; apply problem solving in social service; apply quality standards in social services; apply socially just working principles; apply teaching strategies; assess social service users' situation,au pair; babysitter; child care worker; child day care worker; early years teaching assistant; nanny; primary school teaching assistant; school bus attendant; secondary school teaching assistant; special educational needs assistant
