STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,VERSION,Version,TIME_PERIOD,Time period,OBS_VALUE,Observation value,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,NZL,New Zealand,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2015,,2.085777998,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,NZL,New Zealand,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2016,,2.085777998,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,NLD,Netherlands,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2018,,2.791586876,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,NLD,Netherlands,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2019,,2.880872488,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,NLD,Netherlands,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2015,,2.55173254,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,NLD,Netherlands,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2016,,2.791586876,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,MEX,Mexico,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2018,,2.464817286,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,MEX,Mexico,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2019,,2.464817286,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,MEX,Mexico,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2015,,2.464817286,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,MEX,Mexico,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2016,,2.464817286,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,LUX,Luxembourg,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2018,,2.541836739,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,LUX,Luxembourg,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2019,,2.541836739,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,LUX,Luxembourg,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2015,,2.541836739,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,LUX,Luxembourg,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2016,,2.541836739,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,LTU,Lithuania,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2018,,2.243927956,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,LTU,Lithuania,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2019,,2.243927956,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,LTU,Lithuania,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2015,,2.633250952,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,LTU,Lithuania,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2016,,2.633250952,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,LVA,Latvia,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2018,,2.708120823,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,LVA,Latvia,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2019,,2.708120823,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,LVA,Latvia,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2015,,2.708120823,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,LVA,Latvia,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2016,,2.708120823,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,KOR,Korea,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2018,,2.385948181,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,KOR,Korea,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2019,,2.350233793,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,KOR,Korea,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2015,,2.385948181,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,KOR,Korea,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2016,,2.385948181,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,JPN,Japan,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2018,,2.080915213,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,JPN,Japan,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2019,,2.080915213,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,JPN,Japan,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2015,,2.080915213,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,JPN,Japan,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2016,,2.080915213,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2018,,2.763304234,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2019,,2.855566263,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2015,,3.103652954,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ITA,Italy,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2016,,2.831331491,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ISR,Israel,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2018,,2.832093239,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ISR,Israel,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2019,,2.832093239,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ISR,Israel,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2015,,2.832093239,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ISR,Israel,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2016,,2.832093239,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,IRL,Ireland,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2018,,2.134929419,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,IRL,Ireland,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2019,,2.134929419,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,IRL,Ireland,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2015,,2.134929419,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,IRL,Ireland,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2016,,2.134929419,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ISL,Iceland,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2018,,2.203089476,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ISL,Iceland,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2019,,2.203089476,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ISL,Iceland,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2015,,2.203089476,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,ISL,Iceland,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2016,,2.203089476,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,HUN,Hungary,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2018,,1.89233458,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,HUN,Hungary,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2019,,1.89233458,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,HUN,Hungary,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2015,,1.76733458,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,HUN,Hungary,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2016,,1.76733458,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,GRC,Greece,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2018,,2.543981552,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,GRC,Greece,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2019,,2.543981552,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,GRC,Greece,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2015,,2.591600657,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,GRC,Greece,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2016,,2.591600657,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2018,,2.332411051,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2019,,2.332411051,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2015,,2.332411051,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DEU,Germany,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2016,,2.332411051,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2018,,2.675937176,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2019,,2.675937176,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2015,,2.812613726,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FRA,France,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2016,,2.812613726,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FIN,Finland,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2018,,2.47975111,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FIN,Finland,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2019,,2.47975111,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FIN,Finland,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2015,,2.518016577,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,FIN,Finland,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2016,,2.518016577,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,EST,Estonia,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2018,,1.934222698,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,EST,Estonia,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2019,,1.934222698,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,EST,Estonia,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2015,,1.934222698,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,EST,Estonia,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2016,,1.934222698,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DNK,Denmark,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2018,,1.937693,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DNK,Denmark,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2019,,1.937693,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DNK,Denmark,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2015,,1.937693,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,DNK,Denmark,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2016,,1.937693,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,CZE,Czechia,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2018,,3.025262117,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,CZE,Czechia,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2019,,3.025262117,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,CZE,Czechia,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2015,,3.025262117,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,URY,Uruguay,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2018,,0.984126985,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,URY,Uruguay,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2019,,0.984126985,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,URY,Uruguay,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2015,,0.984126985,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,URY,Uruguay,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2016,,0.984126985,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,PER,Peru,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2018,,1.803536057,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,PER,Peru,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2019,,1.803536057,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,PER,Peru,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2015,,1.803536057,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,PER,Peru,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2016,,1.803536057,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0),Strictness of employment protection,I,A,Annual,PRY,Paraguay,EPL_OV,Individual and collective dismissals (regular contracts),0_TO_6,0-6 scale,VERSION4,Version 4 (2013-2019),2018,,2.019664288,,F,Free (free for publication),2,Two,A,Normal value,0,Units
